null	ID_Line	Name_Line	TransportMode
null	C01445	204	bus
null	C01447	206	bus
null	C01102	66	bus
null	C01510	14	bus
null	C01521	401	bus
null	C01544	Magical Shuttle Selected	bus
null	C01106	70	bus
null	C01604	Z	bus
null	C00106	2	bus
null	C01683	T4	bus
null	C00943	57	bus
null	C01703	S1	bus
null	C01720	39-07 D	bus
null	C01114	82	bus
null	C02394	Navette Bel Air - La Forêt	bus
null	C01706	S4	bus
null	C01704	S2	bus
null	C01717	8	bus
null	C01775	S6	bus
null	C01748	TER Normandie	rail
null	C01115	83	bus
null	C01801	3A	bus
null	C01742	A	rail
null	C00892	S1	bus
null	C01117	85	bus
null	C01118	86	bus
null	C01846	J	bus
null	C01848	R	bus
null	C01852	D	bus
null	C01857	TER Centre - Val-de-Loire	rail
null	C01862	TER Hauts-de-France Bus	bus
null	C01134	105	bus
null	C00908	10	bus
null	C01126	95	bus
null	C00938	53	bus
null	C01133	104	bus
null	C00950	65	bus
null	C00140	95-23	bus
null	C01152	123	bus
null	C01163	137	bus
null	C01165	139	bus
null	C01208	187	bus
null	C01243	251	bus
null	C01220	203	bus
null	C01251	268	bus
null	C01279	312	bus
null	C01286	322	bus
null	C01329	La Traverse de Charonne	bus
null	C01330	La Traverse Bièvre Montsouris	bus
null	C01326	485	bus
null	C01327	488	bus
null	C01370	L'Hirondelle	bus
null	C01363	V7	bus
null	C01369	595	bus
null	C01819	208S	bus
null	C01633	N132	bus
null	C00296	5	bus
null	C01639	N141	bus
null	C01646	N145	bus
null	C00547	10	bus
null	C00445	30-12	bus
null	C00460	30-33 Scolaire	bus
null	C01534	460	bus
null	C00032	D	bus
null	C00043	24	bus
null	C00003	Licorne	bus
null	C00001	482	bus
null	C00161	R3 Nord	bus
null	C00052	22	bus
null	C00084	7	bus
null	C00160	R1	bus
null	C00221	71	bus
null	C00305	33 SoisyBus	bus
null	C00306	34	bus
null	C00302	13	bus
null	C00321	103	bus
null	C00351	Inter-Vals	bus
null	C00348	12	bus
null	C00347	11	bus
null	C00308	6	bus
null	C00345	8	bus
null	C00354	A	bus
null	C00466	30-42	bus
null	C00356	BM	bus
null	C00391	314	bus
null	C00574	J1	bus
null	C00579	D	bus
null	C00503	12	bus
null	C00555	4	bus
null	C00556	5	bus
null	C00594	O1	bus
null	C00603	2	bus
null	C00607	95-09	bus
null	C00647	32	bus
null	C00621	13	bus
null	C00634	42	bus
null	C00659	18	bus
null	C00612	24	bus
null	C00616	36	bus
null	C00601	E2	bus
null	C00670	DM08	bus
null	C00702	11	bus
null	C00703	12	bus
null	C00868	32	bus
null	C00767	39	bus
null	C00694	3	bus
null	C00837	51	bus
null	C00846	12	bus
null	C00875	A	bus
null	C00882	F	bus
null	C00983	5	bus
null	C00903	06	bus
null	C00976	2	bus
null	C00985	7001	bus
null	C00963	68.02	bus
null	C00962	68.01	bus
null	C00958	D	bus
null	C00899	Js	bus
null	C01517	PROBUS B	bus
null	C01520	PROBUS E	bus
null	C01482	27	bus
null	C01540	466	bus
null	C01539	465	bus
null	C01542	468	bus
null	C01578	607	bus
null	C01581	613	bus
null	C01605	K	bus
null	C01663	109	bus
null	C01625	412	bus
null	C01624	409	bus
null	C01631	453	bus
null	C01669	31	bus
null	C01755	D	bus
null	C01875	30-48	bus
null	C01866	24	bus
null	C01872	43	bus
null	C01772	30	bus
null	C01867	20	bus
null	C01685	A1	bus
null	C01714	300	bus
null	C02294	NANGIBUS	bus
null	C02316	6	bus
null	C02418	105A	bus
null	C02049	30-21 Ouest	bus
null	C02355	18	bus
null	C02221	209	bus
null	C02428	71	bus
null	C02098	02F	bus
null	C01034	73	bus
null	C00736	18	bus
null	C00307	37	bus
null	C01798	2C	bus
null	C01036	72	bus
null	C00283	52	bus
null	C00755	88A	bus
null	C00641	1	bus
null	C00129	312	bus
null	C01300	ROISSYBUS	bus
null	C01615	510	bus
null	C01629	418	bus
null	C00749	82	bus
null	C00735	17	bus
null	C01568	91-07	bus
null	C00098	331	bus
null	C02515	SRL Houilles	bus
null	C01688	118 (ex 39-37 B)	bus
null	C00707	103	bus
null	C02479	Extrême Soirée	bus
null	C02439	K	bus
null	C01993	48	bus
null	C00359	E	bus
null	C01953	49	bus
null	C02097	02E	bus
null	C02459	382	bus
null	C02367	Conflans Ste Honorine - Mantes	bus
null	C02187	61B	bus
null	C02370	TER Normandie	rail
null	C02463	27	bus
null	C02387	232	bus
null	C02481	2	bus
null	C00115	21	bus
null	C02086	55	bus
null	C02079	31C	bus
null	C02073	12B	bus
null	C02108	37B	bus
null	C02112	42	bus
null	C02116	09A	bus
null	C02486	Soirée Bouray	bus
null	C00214	43	bus
null	C02317	T9	tram
null	C02396	DM151S	bus
null	C02167	12.1	bus
null	C02487	N138	bus
null	C02226	04	bus
null	C02214	40	bus
null	C00655	Express 100 Les Mureaux St Quentin	bus
null	C02455	20	bus
null	C01854	TER Grand-Est Bus	bus
null	C02311	200	bus
null	C02490	Soirée Meaux Sud	bus
null	C01740	L	rail
null	C00385	301	bus
null	C02065	68.01S	bus
null	C00549	Brie Bus	bus
null	C02301	526	bus
null	C00876	B	bus
null	C01377	7	metro
null	C02351	51	bus
null	C02360	56	bus
null	C00332	E	bus
null	C02408	Caméléon T5	bus
null	C01267	292	bus
null	C01511	15	bus
null	C00399	95-16	bus
null	C01709	30-47	bus
null	C00637	Express 18	bus
null	C00652	80	bus
null	C00006	480	bus
null	C00451	30-22	bus
null	C00471	95-03A	bus
null	C02006	30-49	bus
null	C00836	50	bus
null	C01567	EXPRESS 91-06	bus
null	C01063	Express 17	bus
null	C01499	Express 47	bus
null	C01505	Express 07	bus
null	C02229	Qs	bus
null	C02435	46-2	bus
null	C00960	Express 67	bus
null	C00392	305	bus
null	C02451	43S	bus
null	C01727	C	rail
null	C02461	DM3B	bus
null	C00062	Express 60	bus
null	C02204	Express 27	bus
null	C02442	Bus de substitution du RER A	bus
null	C01774	T7	tram
null	C01233	221	bus
null	C02472	913.17B	bus
null	C01675	EX100 Persan	bus
null	C01554	95-41	bus
null	C01964	9D	bus
null	C01298	350	bus
null	C01895	TàD Saint-Fargeau	bus
null	C01967	11D	bus
null	C01614	G	bus
null	C01974	18B	bus
null	C01981	22	bus
null	C00334	K	bus
null	C00761	88C	bus
null	C00277	24	bus
null	C02151	S5	bus
null	C02152	P	bus
null	C02207	71	bus
null	C01989	51	bus
null	C00639	Express 19	bus
null	C02008	353	bus
null	C02031	12	bus
null	C02102	R1B	bus
null	C02175	TG	bus
null	C00029	502	bus
null	C02133	9	bus
null	C00100	223	bus
null	C02135	7s	bus
null	C00076	S15	bus
null	C00112	14	bus
null	C00110	12	bus
null	C02202	111	bus
null	C02172	BL	bus
null	C02173	CSP	bus
null	C02258	40	bus
null	C00176	22	bus
null	C00143	Express 1	bus
null	C00145	9A	bus
null	C00206	30D	bus
null	C00031	A	bus
null	C00199	17	bus
null	C00220	50	bus
null	C00207	R8	bus
null	C00228	R1	bus
null	C00253	710	bus
null	C00256	715	bus
null	C00257	751	bus
null	C00033	B	bus
null	C00054	2	bus
null	C00063	65	bus
null	C00103	1025	bus
null	C00168	08	bus
null	C02293	S10	bus
null	C00174	19	bus
null	C00175	20	bus
null	C00178	25	bus
null	C00366	LM2	bus
null	C00367	LM3	bus
null	C01227	213	bus
null	C00411	15	bus
null	C00414	Q	bus
null	C00413	17	bus
null	C00423	P	bus
null	C00461	30-34 Scolaire	bus
null	C00508	39-28 D	bus
null	C00510	39-28 F	bus
null	C00519	39-31	bus
null	C00523	39-35 B	bus
null	C00424	M	bus
null	C00513	39-29-3	bus
null	C00535	448	bus
null	C00560	102	bus
null	C00573	K	bus
null	C00613	24 sco	bus
null	C00605	G	bus
null	C00486	38-03	bus
null	C00622	04	bus
null	C00606	C	bus
null	C00643	22	bus
null	C00576	H	bus
null	C00617	37	bus
null	C02281	P	bus
null	C00959	I	bus
null	C00765	36	bus
null	C01073	21	bus
null	C00828	207	bus
null	C00813	43	bus
null	C00844	04	bus
null	C00856	35	bus
null	C00819	3	bus
null	C00867	23	bus
null	C00824	11A	bus
null	C00830	17A	bus
null	C00832	1	bus
null	C02272	S11	bus
null	C00007	282	bus
null	C00905	8A	bus
null	C00925	34S1	bus
null	C00926	35	bus
null	C00914	19	bus
null	C00916	21	bus
null	C00977	913.07	bus
null	C00984	913.50	bus
null	C01011	184-013	bus
null	C01016	284-004	bus
null	C01017	284-006	bus
null	C01048	27	bus
null	C01851	C	bus
null	C01078	28	bus
null	C01005	184-005	bus
null	C01477	11	bus
null	C01140	111	bus
null	C01149	120	bus
null	C01154	125	bus
null	C01155	126	bus
null	C01166	140	bus
null	C01169	144	bus
null	C01082	32	bus
null	C01184	162	bus
null	C01195	174	bus
null	C01197	176	bus
null	C01199	178	bus
null	C01200	179	bus
null	C01204	183	bus
null	C01083	38	bus
null	C01232	220	bus
null	C01235	235	bus
null	C01236	237	bus
null	C01238	239	bus
null	C01258	278	bus
null	C01268	294	bus
null	C01275	304	bus
null	C01280	317	bus
null	C01294	341	bus
null	C01309	370	bus
null	C01310	372	bus
null	C01315	389	bus
null	C01318	393	bus
null	C01328	492	bus
null	C01349	564	bus
null	C01350	565	bus
null	C01399	N33	bus
null	C01402	N61	bus
null	C01415	N11	bus
null	C01590	627	bus
null	C01591	637	bus
null	C01088	47	bus
null	C00597	U	bus
null	C01385	FUNICULAIRE	funicular
null	C01374	4	metro
null	C01379	9	metro
null	C01380	10	metro
null	C01382	12	metro
null	C01094	57	bus
null	C01441	I	bus
null	C01453	4B	bus
null	C01469	204	bus
null	C01461	201	bus
null	C01457	4BD	bus
null	C01450	203	bus
null	C01502	3	bus
null	C01493	38	bus
null	C01099	63	bus
null	C01548	701	bus
null	C01657	18	bus
null	C01613	F	bus
null	C01603	I	bus
null	C01654	S4	bus
null	C01108	73	bus
null	C01110	75	bus
null	C01664	3	bus
null	C01708	104	bus
null	C01715	13A	bus
null	C01112	80	bus
null	C01746	TER Hauts-de-France	rail
null	C01741	U	rail
null	C01765	222	bus
null	C01794	T6	tram
null	C01786	95-12	bus
null	C01788	95-32	bus
null	C02287	115	bus
null	C01790	95-34	bus
null	C00895	J	bus
null	C01845	N	bus
null	C00288	87	bus
null	C01853	E	bus
null	C01855	TER Bourgogne - Franche-Comté Bus	bus
null	C01142	113	bus
null	C01151	122	bus
null	C01159	131	bus
null	C01181	158	bus
null	C01183	160	bus
null	C01214	194	bus
null	C00599	E	bus
null	C02282	T	bus
null	C01303	356	bus
null	C01285	321	bus
null	C01357	ClamiBus	bus
null	C01331	TILLBUS	bus
null	C01345	559A	bus
null	C01352	TIM	bus
null	C01354	TUC	bus
null	C01356	RIVER PLAZA	bus
null	C01333	La Traverse Ney - Flandre	bus
null	C00128	311	bus
null	C01481	426	bus
null	C01780	La Navette de Thiais	bus
null	C01839	Le Bus du port	bus
null	C01635	N151	bus
null	C00487	3804	bus
null	C01642	N134	bus
null	C01645	N144	bus
null	C00158	R2 Nord	bus
null	C00066	20	bus
null	C00294	2	bus
null	C01874	FA	bus
null	C02085	33	bus
null	C02218	459	bus
null	C01687	31	bus
null	C00111	13	bus
null	C00072	7	bus
null	C00083	101	bus
null	C00134	4	bus
null	C00132	2	bus
null	C00049	42	bus
null	C00105	330	bus
null	C00149	10	bus
null	C00156	R4	bus
null	C00215	44	bus
null	C00278	25	bus
null	C00292	1	bus
null	C00285	54	bus
null	C00189	1	bus
null	C00272	16	bus
null	C00286	98	bus
null	C00233	R6	bus
null	C00340	2	bus
null	C00336	M	bus
null	C00369	12	bus
null	C00442	30-09	bus
null	C00443	30-10	bus
null	C00418	8	bus
null	C00448	30-18	bus
null	C00387	312	bus
null	C00521	39-34	bus
null	C00536	449	bus
null	C00537	450	bus
null	C00473	95-19	bus
null	C00539	452	bus
null	C00542	455	bus
null	C00497	39-12	bus
null	C00580	A	bus
null	C00584	N	bus
null	C00611	25	bus
null	C00530	263	bus
null	C00629	26	bus
null	C00677	DM13	bus
null	C00772	45	bus
null	C00835	5	bus
null	C00833	2	bus
null	C00847	13	bus
null	C00855	43	bus
null	C00863	22	bus
null	C00869	CPSF	bus
null	C00883	Fd	bus
null	C00975	1	bus
null	C01423	1	bus
null	C01436	B	bus
null	C01574	602	bus
null	C01588	620	bus
null	C01586	618	bus
null	C01659	A	bus
null	C01617	402	bus
null	C01616	401	bus
null	C01676	431	bus
null	C01804	15	bus
null	C01763	102	bus
null	C02236	E	bus
null	C02171	AQ	bus
null	C02057	6	bus
null	C02149	B	bus
null	C01934	105	bus
null	C02386	V	bus
null	C02164	34	bus
null	C02424	N	bus
null	C02429	81	bus
null	C02441	18	bus
null	C02275	S14	bus
null	C00197	15	bus
null	C01532	419	bus
null	C01575	603	bus
null	C02192	62B	bus
null	C02162	76	bus
null	C01558	95-45	bus
null	C01787	95-31	bus
null	C02412	95-15	bus
null	C00650	37	bus
null	C00114	19	bus
null	C00725	1	bus
null	C00118	34	bus
null	C01797	2A	bus
null	C00654	12	bus
null	C02525	Bus de substitution de l'ORLYVAL	bus
null	C01956	420	bus
null	C00120	42	bus
null	C00731	9	bus
null	C00961	Express 69	bus
null	C01340	AS AUTOBUS SURESNOIS	bus
null	C02290	114	bus
null	C00626	22	bus
null	C02474	Soirée Etampes	bus
null	C01928	La Navette de Garches	bus
null	C01904	L	bus
null	C00974	306.12	bus
null	C02517	CitéVal Ermont	bus
null	C00342	4	bus
null	C01462	202	bus
null	C01975	320	bus
null	C02478	115 (ex 22 scolaire)	bus
null	C01836	G	bus
null	C02497	E	bus
null	C02452	44S	bus
null	C02453	45S	bus
null	C02060	Filéo Roissy Sud - Villeparisis et Mitry (sur réservation)	bus
null	C02493	TàD Courtaboeuf	bus
null	C02025	230	bus
null	C02498	Y	bus
null	C00551	23	bus
null	C00727	5	bus
null	C02039	DM20 S	bus
null	C02056	4E	bus
null	C02041	CitéVal Franconville	bus
null	C02150	F	bus
null	C02080	559B	bus
null	C02076	76	bus
null	C02077	31A	bus
null	C02089	28A	bus
null	C00377	RD	bus
null	C02220	Soirée Mennecy	bus
null	C02123	BALADOBUS	bus
null	C00672	DM10A	bus
null	C02485	TàD 31	bus
null	C02107	37A	bus
null	C02093	02A	bus
null	C02120	30B	bus
null	C02126	35A	bus
null	C02128	35D	bus
null	C01822	17	bus
null	C00151	Express 16	bus
null	C02174	JV	bus
null	C00671	DM9	bus
null	C00376	16	bus
null	C02160	32S	bus
null	C01491	37	bus
null	C02513	Soir Versailles-Chantiers	bus
null	C00706	102	bus
null	C02179	Navette Paris-Beauvais	bus
null	C02193	63	bus
null	C02502	V	bus
null	C02224	S9	bus
null	C02274	S13	bus
null	C00661	Express 20	bus
null	C02271	325	bus
null	C02270	324	bus
null	C02505	Soirée Yerres Nord	bus
null	C02276	V	bus
null	C02313	1	bus
null	C00224	Gbus	bus
null	C00040	108 (ex 36)	bus
null	C01999	T11 Express	tram
null	C02407	Caméléon T3b	bus
null	C00479	Navette de Bouffemont	bus
null	C02345	61B	bus
null	C01257	276	bus
null	C02130	3s	bus
null	C02129	3	bus
null	C01391	T3a	tram
null	C01433	Filéo Villiers-le-Bel (sur réservation)	bus
null	C00917	22	bus
null	C00273	9	bus
null	C02433	1-3	bus
null	C00316	J	bus
null	C02262	Soirée Montgeron	bus
null	C00426	Express 78	bus
null	C00452	30-23	bus
null	C00476	95-20	bus
null	C01722	2	bus
null	C02283	S7	bus
null	C01947	8	bus
null	C00838	55	bus
null	C01564	91-03	bus
null	C02303	ChavilBus Sud	bus
null	C01552	95-04	bus
null	C01565	EXPRESS 91-04	bus
null	C01509	13	bus
null	C01955	79	bus
null	C01806	CITALIEN	bus
null	C01372	2	metro
null	C01570	EXPRESS 91-09	bus
null	C01843	T4	tram
null	C01951	12	bus
null	C01728	D	rail
null	C02395	DM154	bus
null	C02269	Express A14 Chambourcy	bus
null	C01902	F	bus
null	C01636	N131	bus
null	C01736	N	rail
null	C00171	11	bus
null	C01543	475	bus
null	C01838	39-38	bus
null	C02385	Bus de substitution du RER B	bus
null	C01962	9B	bus
null	C02413	95-50	bus
null	C01966	11C	bus
null	C02473	913.17C	bus
null	C01971	14B	bus
null	C01973	17B	bus
null	C00894	S3	bus
null	C00379	Express 191-100	bus
null	C00909	11	bus
null	C01982	31	bus
null	C01886	P	bus
null	C02318	8ASc	bus
null	C00935	50	bus
null	C01987	45	bus
null	C00728	4	bus
null	C02147	S7	bus
null	C00946	61	bus
null	C02235	Ns	bus
null	C02405	Caméléon T2	bus
null	C00061	501	bus
null	C00280	28	bus
null	C02132	9s	bus
null	C00097	319	bus
null	C02156	09	bus
null	C00122	71	bus
null	C00124	170	bus
null	C00138	512	bus
null	C00136	5	bus
null	C00016	14	bus
null	C00208	31	bus
null	C00212	38	bus
null	C00191	11	bus
null	C00202	21	bus
null	C00225	116	bus
null	C00230	R3	bus
null	C00229	R2	bus
null	C00247	703	bus
null	C00232	R5	bus
null	C00259	755	bus
null	C00251	708	bus
null	C00260	756	bus
null	C00057	9	bus
null	C00328	55	bus
null	C02468	TàD Coeur Essonne 5	bus
null	C00177	24	bus
null	C00179	26	bus
null	C00180	29	bus
null	C00395	95-08	bus
null	C00374	LP2	bus
null	C00372	18	bus
null	C00188	89	bus
null	C00402	7	bus
null	C00415	19	bus
null	C00416	20	bus
null	C00505	39-28 A	bus
null	C00420	111	bus
null	C00421	B	bus
null	C00520	13	bus
null	C00522	39-35 A	bus
null	C00502	39-18	bus
null	C00511	39-29-1	bus
null	C00512	39-29-2	bus
null	C00531	39-30 A	bus
null	C00533	39-403	bus
null	C00628	25	bus
null	C00482	36-15	bus
null	C00691	DM153	bus
null	C00734	16	bus
null	C00687	DM11C	bus
null	C00688	DM26	bus
null	C00741	26	bus
null	C00784	59	bus
null	C00301	12	bus
null	C00803	06	bus
null	C00851	36	bus
null	C00821	8A	bus
null	C00823	10	bus
null	C00827	14A	bus
null	C00886	S6	bus
null	C00910	12	bus
null	C00924	34	bus
null	C00907	8C	bus
null	C00990	7006	bus
null	C01075	24	bus
null	C00929	42	bus
null	C00970	68-16	bus
null	C00978	913.08	bus
null	C01047	26	bus
null	C01044	20	bus
null	C01057	38	bus
null	C01053	33	bus
null	C01049	29A	bus
null	C01059	40	bus
null	C01071	TVM	bus
null	C01097	61	bus
null	C01081	31	bus
null	C01144	115	bus
null	C01153	124	bus
null	C01170	145	bus
null	C00018	21	bus
null	C01173	148	bus
null	C01180	157	bus
null	C01191	170	bus
null	C01213	192	bus
null	C01239	241	bus
null	C01241	249	bus
null	C01246	255	bus
null	C01256	275	bus
null	C01263	286	bus
null	C01277	308	bus
null	C01278	310	bus
null	C01297	349	bus
null	C01334	520	bus
null	C01341	545	bus
null	C01397	N23	bus
null	C01398	N34	bus
null	C01400	N31	bus
null	C02289	113	bus
null	C01086	43	bus
null	C01405	N45	bus
null	C01409	N53	bus
null	C01416	N16	bus
null	C01488	471	bus
null	C01087	46	bus
null	C01668	457	bus
null	C01373	3	metro
null	C01376	6	metro
null	C01381	11	metro
null	C01386	3B	metro
null	C00651	39	bus
null	C01446	205	bus
null	C01096	60	bus
null	C01456	1	bus
null	C01452	4A	bus
null	C01471	BRAY 11	bus
null	C01454	4C	bus
null	C01478	12	bus
null	C01455	4D	bus
null	C01526	422	bus
null	C01489	06	bus
null	C01507	11	bus
null	C01522	441	bus
null	C01104	68	bus
null	C00590	S	bus
null	C01560	95-47	bus
null	C01670	Filéo Roissy Sud - Sevran et Aulnay	bus
null	C01662	F	bus
null	C01718	39-07 B	bus
null	C01705	S3	bus
null	C01735	DIM	bus
null	C01744	TER Centre - Val de Loire	rail
null	C01730	P	rail
null	C01731	R	rail
null	C00945	60	bus
null	C01791	95-35	bus
null	C02209	S9	bus
null	C01738	K	rail
null	C01795	T8	tram
null	C01841	P	bus
null	C01827	2	bus
null	C01830	A	bus
null	C01824	D	bus
null	C01849	A	bus
null	C01850	B	bus
null	C01863	TER Hauts-de-France	rail
null	C01124	93	bus
null	C01125	94	bus
null	C01141	112	bus
null	C00939	54	bus
null	C01136	107	bus
null	C01949	A	bus
null	C01194	173	bus
null	C01234	234	bus
null	C01219	201	bus
null	C01248	258	bus
null	C01249	261	bus
null	C01252	269	bus
null	C01250	262	bus
null	C01255	274	bus
null	C01335	LA NAVETTE	bus
null	C01338	EOLIEN	bus
null	C01351	566	bus
null	C01367	V6	bus
null	C01421	N122	bus
null	C01696	248	bus
null	C01818	208B	bus
null	C02082	559D	bus
null	C02245	59	bus
null	C02457	Ligne Bleue	bus
null	C01638	N140	bus
null	C00864	25	bus
null	C00865	24	bus
null	C00159	R2 Sud	bus
null	C01810	108	bus
null	C01757	La Traverse Brancion-Commerce	bus
null	C01046	25	bus
null	C01697	21	bus
